,topic_a,topic_b,score
2863,Fatigue (material),Direction (geometry),0.6929530586755583
2864,Voltage,Metre,0.6969227269944928
2865,Telescope,Physics,0.6976203825015094
2866,Acceleration,Position (vector),0.6996248925315626
2867,Absorption spectroscopy,Kilogram,0.699920564954128
2868,Energy level,Ray (optics),0.7005933678643742
2869,Laser,Optical microscope,0.7017583821640943
2870,Euclidean vector,Field (physics),0.7039295575983708
2871,Strength of materials,Elasticity (physics),0.7105980596373384
2872,Refracting telescope,Ray (optics),0.7124226525756941
2873,Torque,Displacement (vector),0.7152867543707486
2874,Compression (physics),Speed,0.7162543379725793
2875,Rarefaction,Speed,0.7162543379725793
2876,Deformation (engineering),Position (vector),0.7166923056137992
2877,Free body diagram,Kilogram,0.7189452981400928
2878,Elasticity (physics),Kilogram,0.7189452981400928
2879,Fatigue (material),Magnet,0.7205405498386964
2880,Electron,Ray (optics),0.7207820079219793
2881,Electromotive force,Mass,0.722189273542855
2882,Normal force,Displacement (vector),0.7227461877360092
2883,Force,Displacement (vector),0.7227461877360092
2884,Collision,Electric charge,0.7229112952371524
2885,Newton's laws of motion,Position (vector),0.7251655151382975
2886,Coulomb's law,Electric charge,0.7291738810082661
2887,Resultant force,Force,0.7292371885189459
2888,Lever,Force,0.7315019002845328
2889,Inelastic collision,Electric charge,0.736643776083085
2890,Fracture,Direction (geometry),0.7387509745073364
2891,Pitch (music),Wavelength,0.7398535788983985
2892,Resultant force,Displacement (vector),0.7404978484874202
2893,Electromagnetic spectrum,Wavelength,0.7436543573405046
2894,Strength of materials,Metre,0.7439558797145458
2895,Total internal reflection,Physics,0.7454041513961567
2896,Creep (deformation),Wave,0.7495000398846849
2897,Contact force,Magnet,0.7502814994422587
2898,Emission spectrum,Telescope,0.7514885847109476
2899,Laser,Emission spectrum,0.7548592754188782
2900,Voltmeter,Physical quantity,0.7551565216849903
2901,Frequency,Velocity,0.7556177165501726
2902,Resonance (particle physics),Velocity,0.7560515414005207
2903,Electromagnetic radiation,Physics,0.7572210034155039
2904,Reflection (physics),Physics,0.7582830244581625
2905,Scattering,Plane mirror,0.7599267984217448
2906,Electromotive force,Motion,0.7602560186241664
2907,Collision,Physics,0.7612915704318668
2908,Plasticity (physics),Gravity,0.7670545850723433
2909,Elasticity (physics),Direction (geometry),0.7680395952115503
2910,Free body diagram,Direction (geometry),0.7680395952115503
2911,Fracture,Magnet,0.7681617487666111
2912,Pigment,Wavelength,0.7701637453810722
2913,Deformation (engineering),Displacement (vector),0.7703088123992676
2914,Geometrical optics,Position (vector),0.7716100755958494
2915,Plasticity (physics),Compass,0.7732788617931492
2916,Dielectric,Electric charge,0.7738461432577428
2917,Inelastic collision,Physics,0.775753126058406
2918,Field line,Electric charge,0.7758213683454953
2919,Color,Light,0.7767444413127208
2920,Photoelectric effect,Electron,0.7769633948210198
2921,Le Sage's theory of gravitation,Kilogram,0.779410318014646
2922,Newton's laws of motion,Displacement (vector),0.7794159116591606
2923,Direction (geometry),Length,0.7799848195654274
2924,Torque,Field (physics),0.78093278246432
2925,Ohmmeter,Voltage,0.7812227295563927
2926,Absorption spectroscopy,Emission spectrum,0.7850536464356334
2927,Torque,Euclidean vector,0.7868985397412843
2928,Total internal reflection,Ray (optics),0.7868988713108013
2929,Contact force,Metre,0.7879988330461997
2930,Force,Field (physics),0.7890768114400344
2931,Normal force,Field (physics),0.7890768114400344
2932,Ohmmeter,Potential energy,0.7896340556282475
2933,Amplitude,Length,0.7917432332491414
2934,Force,Euclidean vector,0.7951047831626165
2935,Normal force,Euclidean vector,0.7951047831626165
2936,Subtractive color,Frequency,0.7974485432509755
2937,Free body diagram,Magnet,0.798616392991094
2938,Elasticity (physics),Magnet,0.798616392991094
2939,Ammeter,Electrostatics,0.7993415422434669
2940,Laser,Geometrical optics,0.8037236000290564
2941,Acceleration,Metre,0.8057536874936833
2942,Creep (deformation),Deformation (engineering),0.8080302629045554
2943,Optical microscope,Telescope,0.8083524799391968
2944,Resultant force,Field (physics),0.8084576454052285
2945,Emission spectrum,Magnification,0.8109207971673977
2946,Fatigue (material),Motion,0.8116903318007193
2947,Subtractive color,Kilogram,0.8121996200243099
2948,Emission spectrum,Energy,0.8127540625551378
2949,Crest (physics),Position (vector),0.814402133982851
2950,Resultant force,Euclidean vector,0.8146336725736283
2951,Plane mirror,Light,0.8158513663093682
2952,Capacitor,Motion,0.8188059495776414
2953,Capacitance,Motion,0.8188059495776414
2954,Motion graphs and derivatives,Velocity,0.8196437211282466
2955,Energy level,Kilogram,0.81995294134361
2956,Free fall,Motion,0.8204566799900344
2957,Subtractive color,Wave,0.8214044211330636
2958,Emission spectrum,Position (vector),0.8215587301784896
2959,Snell's law,Light,0.8237880730537263
2960,Capacitor,Position (vector),0.8273646043970175
2961,Capacitance,Position (vector),0.8273646043970175
2962,Scalar multiplication,Physical quantity,0.8283543925336183
2963,Dispersion (optics),Light,0.8284029257910508
2964,Musical tone,Wave,0.8289160593331246
2965,Geometrical optics,Distance,0.8293350386376798
2966,Absorption spectroscopy,Electron,0.8297015672268421
2967,Total internal reflection,Angle of incidence,0.8314482650803167
2968,Creep (deformation),Position (vector),0.8318749975874458
2969,Newton's law of universal gravitation,Mass,0.8319991429632699
2970,Energy,Work (physics),0.8342342719191479
2971,Capacitor,Speed,0.8361098235228112
2972,Capacitance,Speed,0.8361098235228112
2973,Diffraction,Wave,0.8379991782897329
2974,Equations of motion,Physical quantity,0.8404206739543101
2975,Frequency,Wavelength,0.8450617697051188
2976,Resonance (particle physics),Wavelength,0.8455469473124556
2977,Euclidean vector,Position (vector),0.8457252929821916
2978,Deformation (engineering),Euclidean vector,0.8474291966444599
2979,Absorption spectroscopy,Work (physics),0.8475341170312688
2980,Refracting telescope,Refraction,0.8479967830530171
2981,Newton's laws of motion,Field (physics),0.8509474457197418
2982,Voltage,Electric charge,0.8534035051800448
2983,Absorption spectroscopy,Energy level,0.8536106521030441
2984,Mechanical energy,Friction,0.8549917699419342
2985,Newton's laws of motion,Euclidean vector,0.8574480639939512
2986,Plasticity (physics),Physical quantity,0.8595313751283231
2987,Collision,Position (vector),0.8647635099405986
2988,Mirror image,Physics,0.8651046409988957
2989,Fracture,Motion,0.8653357050794338
2990,Coulomb's law,Position (vector),0.8722549624720682
2991,Optical microscope,Magnification,0.8722818293729259
2992,Ohmmeter,Electric current,0.8748032203708566
2993,Series and parallel circuits,Electric current,0.8753284160159686
2994,Crest (physics),Displacement (vector),0.8753284160159686
2995,Pitch (music),Frequency,0.8755023661247482
2996,Photoelectric effect,Telescope,0.879652312664952
2997,Inelastic collision,Position (vector),0.8811906268147719
2998,Emission spectrum,Distance,0.8830204047161433
2999,Kinetic energy,Kilogram,0.883331693749932
3000,Optical microscope,Position (vector),0.8837247171371502
3001,Electromotive force,Metre,0.8847342969928487
3002,Curved mirror,Ray (optics),0.8897746498128398
3003,Pitch (music),Kilogram,0.8916972701436243
3004,Electric potential energy,Electric charge,0.8930966914674887
3005,Creep (deformation),Displacement (vector),0.8941084429634358
3006,Wavelength,Velocity,0.8941567866853599
3007,Electromagnetic spectrum,Kilogram,0.8962781005375151
3008,Plasticity (physics),Friction,0.8990801788220908
3009,Free body diagram,Motion,0.8996429210730059
3010,Elasticity (physics),Motion,0.8996429210730059
3011,Gravitational acceleration,Mass,0.9005167194425981
3012,Pitch (music),Wave,0.9018030320998353
3013,Frame of reference,Motion,0.9025023479890378
3014,Motion graphs and derivatives,Motion,0.9025023479890378
3015,Inertial frame of reference,Motion,0.9025023479890378
3016,Gravitational acceleration,Motion,0.9025023479890378
3017,Non-inertial reference frame,Motion,0.9025023479890378
3018,Electrical resistance and conductance,Electric current,0.9026824290164676
3019,Electric potential,Electric charge,0.9051249297364112
3020,Ohmmeter,Electrical resistance and conductance,0.9059812243589048
3021,Dielectric,Voltage,0.9067763825208128
3022,Laser,Light,0.9083197823467819
3023,Euclidean vector,Displacement (vector),0.9089948935550444
3024,Pigment,Frequency,0.9113697637154002
3025,Scalar multiplication,Magnet,0.9126038488401915
3026,Dielectric,Potential energy,0.9165395288542157
3027,Plasticity (physics),Length,0.9219432728878214
3028,Dielectric,Position (vector),0.9256929742369439
3029,Deformation (engineering),Wave,0.9275643181859587
3030,Field line,Position (vector),0.9280557849871165
3031,Pigment,Kilogram,0.9282281371706397
3032,Emission spectrum,Optical microscope,0.9296545793580959
3033,Displacement (vector),Position (vector),0.9303960880072628
3034,Distance,Position (vector),0.9303960880072628
3035,Contact force,Position (vector),0.9350121233428085
3036,Pigment,Wave,0.9387479098663581
3037,Absorption spectroscopy,Telescope,0.9393607308886847
3038,Insulator (electricity),Electric charge,0.939784683808298
3039,Fatigue (material),Metre,0.9445900558356646
3040,Strength of materials,Position (vector),0.9458060146343266
3041,Specular reflection,Physics,0.9483979744362167
3042,Photoelectric effect,Magnification,0.9492204793646764
3043,Optical microscope,Distance,0.9498370946828957
3044,Capacitance,Metre,0.9528707283161374
3045,Capacitor,Metre,0.9528707283161374
3046,Free fall,Metre,0.9547917362071058
3047,Pitch (music),Sound,0.9562510079829544
3048,Photoelectric effect,Position (vector),0.961672674335517
3049,Fracture,Elasticity (physics),0.961865741184676
3050,Scalar multiplication,Length,0.9651160751454898
3051,Power (physics),Position (vector),0.9718011375456587
3052,Energy level,Electron,0.9719906437234621
3053,Amplitude,Position (vector),0.9772825607794214
3054,Kinetic energy,Velocity,0.983572465353896
3055,Creep (deformation),Euclidean vector,0.9836231746766055
3056,Torque,Force,0.9896790415614268
3057,Free fall,Gravitational field,0.9920689526526506
3058,Energy level,Work (physics),0.9928813738947557
3059,Resonance (particle physics),Frequency,1.000574132713998
3060,Sound,Field (physics),1.002756073161611
3061,Contact force,Displacement (vector),1.0049613658043557
3062,Fracture,Metre,1.0070188961894104
3063,Sonic boom,Sound,1.007273006687725
3064,Shock wave,Sound,1.007273006687725
3065,Sonic boom,Field (physics),1.0100491247878722
3066,Shock wave,Field (physics),1.0100491247878722
3067,Voltage,Potential energy,1.010766873202257
3068,Magnification,Position (vector),1.013118337879915
3069,Intensity (physics),Wave,1.013119628073819
3070,Sound intensity,Wave,1.013119628073819
3071,Absorption spectroscopy,Magnification,1.0136509964592473
3072,Absorption spectroscopy,Energy,1.0159425781939224
3073,Strength of materials,Displacement (vector),1.0165627594802866
3074,Frequency,Kilogram,1.0184978415199035
3075,Inelastic collision,Collision,1.018996080067372
3076,Resonance (particle physics),Kilogram,1.0190825944498565
3077,Voltage,Position (vector),1.0208613634858281
3078,Absorption spectroscopy,Position (vector),1.026948412723112
3079,Frequency,Wave,1.0300406566477966
3080,Resonance (particle physics),Wave,1.0306320366855262
3081,Photoelectric effect,Distance,1.0336164207173775
3082,Direction (geometry),Magnet,1.0398114862439112
3083,Power (physics),Displacement (vector),1.0445026049357944
3084,Elasticity (physics),Metre,1.0469433030737967
3085,Free body diagram,Metre,1.0469433030737967
3086,Gravitational acceleration,Metre,1.0502709098278165
3087,Motion graphs and derivatives,Metre,1.0502709098278165
3088,Frame of reference,Metre,1.0502709098278165
3089,Non-inertial reference frame,Metre,1.0502709098278165
3090,Inertial frame of reference,Metre,1.0502709098278165
3091,Amplitude,Displacement (vector),1.0503940992191625
3092,Ohm's law,Mass,1.0592109345295206
3093,Emission spectrum,Geometrical optics,1.0647330253484173
3094,Deformation (engineering),Force,1.0658081986046133
3095,Electric field,Electric charge,1.066754381475056
3096,Electric potential energy,Position (vector),1.0683432873688898
3097,Newton's laws of motion,Force,1.0784088866669341
3098,Fatigue (material),Wave,1.08196160375818
3099,Electric potential,Position (vector),1.082731749151636
3100,Electromotive force,Electric charge,1.08338460056084
3101,Photoelectric effect,Optical microscope,1.0882038893863706
3102,Magnification,Distance,1.0889107885758935
3103,Scattering,Virtual image,1.0970134407007002
3104,Energy level,Telescope,1.1004557271800413
3105,Absorption spectroscopy,Distance,1.1037755058951793
3106,Contact force,Euclidean vector,1.1055742699213524
3107,Plasticity (physics),Kilogram,1.106446163306813
3108,Strength of materials,Field (physics),1.1098586398526666
3109,Laser,Plane mirror,1.1133397820435225
3110,Ohm's law,Motion,1.1150421606487773
3111,Power (physics),Force,1.1167863232259823
3112,Refracting telescope,Physics,1.118106227094235
3113,Strength of materials,Euclidean vector,1.118337150943223
3114,Gravity of Earth,Physical quantity,1.120560898605747
3115,Gravity,Physical quantity,1.120560898605747
3116,Insulator (electricity),Position (vector),1.1241925629227782
3117,Mirror image,Ray (optics),1.1303457513036514
3118,Electron,Telescope,1.1321669959336855
3119,Power (physics),Field (physics),1.1403626875228732
3120,Optical microscope,Geometrical optics,1.1452996080367719
3121,Power (physics),Euclidean vector,1.149074227304825
3122,Voltmeter,Mass,1.1555028376685679
3123,Absorption spectroscopy,Optical microscope,1.1620682241976201
3124,Motion,Metre,1.1637320525182429
3125,Fatigue (material),Deformation (engineering),1.1664545331736957
3126,Interference (wave propagation),Position (vector),1.1743151601089359
3127,Crest (physics),Wave,1.177189321883196
3128,Plasticity (physics),Direction (geometry),1.182001559211738
3129,Energy level,Magnification,1.1874863486788867
3130,Energy level,Energy,1.190170923583182
3131,Electric charge,Position (vector),1.1962235417236238
3132,Fatigue (material),Position (vector),1.2008762623341875
3133,Energy level,Position (vector),1.2030641958286428
3134,Emission spectrum,Light,1.2032968421070895
3135,Wavelength,Kilogram,1.2052347864172162
3136,Standing wave,Wave,1.2108233025084305
3137,Creep (deformation),Field (physics),1.216077753790097
3138,Voltmeter,Motion,1.2164096297986662
3139,Electron,Magnification,1.2217055342527912
3140,Scattering,Physics,1.227176906916956
3141,Refractive index,Physics,1.2272951173637665
3142,Plasticity (physics),Magnet,1.2290587980265777
3143,Insulator (electricity),Temperature,1.2311881487163854
3144,Scalar (mathematics),Field (physics),1.236367375718762
3145,Snell's law,Refraction,1.2366619752856498
3146,Creep (deformation),Force,1.2370988019517837
3147,Electron,Position (vector),1.2377322802408812
3148,Photoelectric effect,Geometrical optics,1.2463194879783008
3149,Specular reflection,Reflection (physics),1.2507176658924974
3150,Interference (wave propagation),Displacement (vector),1.2621669149792996
3151,Transmission medium,Position (vector),1.262680405152714
3152,Electromotive force,Voltage,1.269486935529138
3153,Electric field,Position (vector),1.2760767043572852
3154,Acceleration,Velocity,1.2786442049600646
3155,Fracture,Position (vector),1.280243297803918
3156,Electromotive force,Potential energy,1.2831553403959022
3157,Fatigue (material),Displacement (vector),1.2907150812577504
3158,Energy level,Distance,1.293066696363035
3159,Optical microscope,Light,1.2943483190691505
3160,Electromotive force,Position (vector),1.2959701639317214
3161,Ohm's law,Metre,1.297610302256178
3162,Ohmmeter,Kilogram,1.3085798445264476
3163,Magnification,Geometrical optics,1.312992624023953
3164,Refraction,Physics,1.3185264961368734
3165,Electron,Distance,1.3303283367107401
3166,Absorption spectroscopy,Geometrical optics,1.3309162816855218
3167,Elasticity (physics),Position (vector),1.3309999961399126
3168,Free body diagram,Position (vector),1.3309999961399126
3169,Subtractive color,Field (physics),1.3327439496313256
3170,Musical tone,Sound,1.3412351800280398
3171,Musical tone,Field (physics),1.3449317223111235
3172,Ohmmeter,Temperature,1.3519558502043254
3173,Equations of motion,Motion,1.3537535219835568
3174,Reflection (physics),Ray (optics),1.3592917094149957
3175,Diffraction,Field (physics),1.3596692517445574
3176,Energy level,Optical microscope,1.3613562826736378
3177,Fracture,Displacement (vector),1.3760196483048026
3178,Plasticity (physics),Motion,1.384537128127094
3179,Electron,Optical microscope,1.4005857890345628
3180,Strength of materials,Force,1.406528013194581
3181,Photoelectric effect,Light,1.4085148750317606
3182,Huygens–Fresnel principle,Wave,1.4126271862598356
3183,Voltmeter,Metre,1.415574875188558
3184,Fatigue (material),Euclidean vector,1.419936558950087
3185,Free body diagram,Displacement (vector),1.430573508741497
3186,Elasticity (physics),Displacement (vector),1.430573508741497
3187,Mechanical energy,Kilogram,1.4340788815550436
3188,Interference (wave propagation),Crest (physics),1.4419352689634082
3189,Scalar multiplication,Scalar (mathematics),1.4435777800954437
3190,Fatigue (material),Creep (deformation),1.4435777800954437
3191,Plane mirror,Virtual image,1.4435777800954437
3192,Refracting telescope,Telescope,1.4550344638905544
3193,Pitch (music),Field (physics),1.4631921911649193
3194,Contact force,Field (physics),1.4673363184957289
3195,Emission spectrum,Plane mirror,1.4748971342052069
3196,Magnification,Light,1.4838648192404096
3197,Scalar (mathematics),Position (vector),1.4854144846975714
3198,Electrical resistance and conductance,Temperature,1.4922559252384104
3199,Fracture,Field (physics),1.5023049792409087
3200,Absorption spectroscopy,Light,1.5041210526338622
3201,Deformation (engineering),Field (physics),1.5049903569437724
3202,Capacitor,Velocity,1.5121030828010413
3203,Capacitance,Velocity,1.5121030828010413
3204,Fracture,Euclidean vector,1.5137814943307792
3205,Dielectric,Kilogram,1.5188873195396266
3206,Pigment,Field (physics),1.5231359424358002
3207,Color,Physics,1.5374553884330786
3208,Plasticity (physics),Elasticity (physics),1.5389851858954815
3209,Energy level,Geometrical optics,1.5591608169445141
3210,Elasticity (physics),Field (physics),1.5618655649286395
3211,Free body diagram,Field (physics),1.5618655649286395
3212,Ohmmeter,Electric charge,1.5653680241765553
3213,Series and parallel circuits,Electric charge,1.5663078063471634
3214,Free body diagram,Euclidean vector,1.5737970794825684
3215,Elasticity (physics),Euclidean vector,1.5737970794825684
3216,Equations of motion,Metre,1.5754063647417247
3217,Subtractive color,Light,1.585313322565457
3218,Optical microscope,Plane mirror,1.586500154953884
3219,Ohm's law,Electric charge,1.5889640808225651
3220,Compass,Magnet,1.5894121238184693
3221,Scalar (mathematics),Displacement (vector),1.5965399079429234
3222,Electron,Geometrical optics,1.6040903552031576
3223,Laser,Virtual image,1.607192571054333
3224,Plasticity (physics),Metre,1.6112302339030564
3225,Plane mirror,Physics,1.6148619965312718
3226,Electrical resistance and conductance,Electric charge,1.6152549252955122
3227,Wave,Field (physics),1.622518597833828
3228,Snell's law,Physics,1.6305715811790926
3229,Sound intensity,Sound,1.6392874422564931
3230,Intensity (physics),Sound,1.6392874422564931
3231,Dispersion (optics),Physics,1.6397060272471375
3232,Intensity (physics),Field (physics),1.643805438380262
3233,Sound intensity,Field (physics),1.643805438380262
3234,Potential energy,Kilogram,1.6571978313236722
3235,Frequency,Field (physics),1.6712601219360184
3236,Resonance (particle physics),Field (physics),1.6722196470456223
3237,Voltage,Kilogram,1.6750406702445895
3238,Capacitor,Wavelength,1.6910938946249112
3239,Capacitance,Wavelength,1.6910938946249112
3240,Power (physics),Work (physics),1.6926492473721841
3241,Interference (wave propagation),Wave,1.6974308014704982
3242,Specular reflection,Ray (optics),1.7000901540665463
3243,Electroscope,Electric charge,1.7068070103600896
3244,Photoelectric effect,Plane mirror,1.726435639132896
3245,Direction (geometry),Position (vector),1.7329835654805004
3246,Voltmeter,Electric charge,1.733415360897344
3247,Fatigue (material),Field (physics),1.755502824239762
3248,Scalar (mathematics),Euclidean vector,1.756379402417671
3249,Energy level,Light,1.7620692161328504
3250,Compression (physics),Wave,1.7657839828247943
3251,Rarefaction,Wave,1.7657839828247943
3252,Scalar multiplication,Field (physics),1.7847924716225199
3253,Fatigue (material),Force,1.7858483422802889
3254,Electric current,Electric charge,1.7893944463452554
3255,Laser,Physics,1.7978901032484933
3256,Gravity of Earth,Motion,1.805004695978076
3257,Gravity,Motion,1.805004695978076
3258,Pigment,Light,1.8117866543605217
3259,Electron,Light,1.8128458617490262
3260,Magnification,Plane mirror,1.8187930798631928
3261,Absorption spectroscopy,Plane mirror,1.8436214177565087
3262,Ohm's law,Voltage,1.8619141721094024
3263,Direction (geometry),Displacement (vector),1.8626298926000777
3264,Ohmmeter,Position (vector),1.8725300819813901
3265,Series and parallel circuits,Position (vector),1.8736542715379636
3266,Ohm's law,Potential energy,1.8819611659139897
3267,Ohm's law,Position (vector),1.9007562404331912
3268,Fracture,Force,1.903876729692843
3269,Crest (physics),Field (physics),1.9100115679268777
3270,Magnetism,Field (physics),1.925022065226576
3271,Electrical resistance and conductance,Position (vector),1.932205967523525
3272,Magnet,Field (physics),1.9557143813175608
3273,Standing wave,Field (physics),1.9645833270105035
3274,Light,Physics,1.9793580831228532
3275,Free body diagram,Force,1.9793580831228532
3276,Elasticity (physics),Force,1.9793580831228532
3277,Capacitor,Frequency,2.001148265427996
3278,Capacitance,Frequency,2.001148265427996
3279,Magnetic field,Field (physics),2.028148247292285
3280,Voltmeter,Voltage,2.031179096846621
3281,Direction (geometry),Field (physics),2.0335742775064043
3282,Capacitor,Kilogram,2.038165188899713
3283,Capacitance,Kilogram,2.038165188899713
3284,Subtractive color,Color,2.040971570889173
3285,Electroscope,Position (vector),2.0417227269716562
3286,Plasticity (physics),Position (vector),2.0483892764862683
3287,Direction (geometry),Euclidean vector,2.0491093028206167
3288,Voltmeter,Potential energy,2.053048544633443
3289,Capacitance,Wave,2.0612640733710523
3290,Capacitor,Wave,2.0612640733710523
3291,Voltmeter,Position (vector),2.0735522622907543
3292,Gravity of Earth,Metre,2.1005418196556334
3293,Gravity,Metre,2.1005418196556334
3294,Electromotive force,Kilogram,2.1264422473554774
3295,Emission spectrum,Virtual image,2.129128730865084
3296,Electric current,Position (vector),2.1405157621477042
3297,Scalar multiplication,Position (vector),2.1443113443413377
3298,Energy level,Plane mirror,2.1597919534091696
3299,Plasticity (physics),Displacement (vector),2.201631437287684
3300,Electron,Plane mirror,2.2220295713295415
3301,Free fall,Mass,2.2334366967590484
3302,Gravitational field,Mass,2.2512917986064958
3303,Optical microscope,Virtual image,2.290236371809405
3304,Huygens–Fresnel principle,Field (physics),2.292013881512254
3305,Scalar multiplication,Displacement (vector),2.3047295361420295
3306,Pigment,Color,2.3325389381590544
3307,Emission spectrum,Physics,2.381755330820871
3308,Plasticity (physics),Field (physics),2.4036879667854536
3309,Plasticity (physics),Euclidean vector,2.4220503909292463
3310,Newton's law of universal gravitation,Kilogram,2.4497707071741237
3311,Electrical conductor,Temperature,2.4623762974327708
3312,Photoelectric effect,Virtual image,2.4922441274171248
3313,Scalar multiplication,Euclidean vector,2.5354702787474634
3314,Optical microscope,Physics,2.561978807726001
3315,Magnification,Virtual image,2.625569276681863
3316,Ammeter,Electric current,2.625985248047906
3317,Gravitational acceleration,Kilogram,2.6515165301178754
3318,Absorption spectroscopy,Virtual image,2.6614109135813555
3319,Interference (wave propagation),Field (physics),2.7541130439218633
3320,Photoelectric effect,Physics,2.7879553030928905
3321,Rarefaction,Field (physics),2.8650173518903173
3322,Compression (physics),Field (physics),2.8650173518903173
3323,Magnification,Physics,2.9370998242251365
3324,Mass,Kilogram,2.9444389791664403
3325,Absorption spectroscopy,Physics,2.9771941635260895
3326,Plasticity (physics),Force,3.0462027675085483
3327,Compass,Field (physics),3.108436148392268
3328,Energy level,Virtual image,3.117827673570411
3329,Ohm's law,Kilogram,3.118781962788033
3330,Subtractive color,Physics,3.1379027393022842
3331,Electron,Virtual image,3.20767251588633
3332,Capacitor,Field (physics),3.3444392940912446
3333,Capacitance,Field (physics),3.3444392940912446
3334,Voltmeter,Kilogram,3.4023075957687636
3335,Energy level,Physics,3.487765945974507
3336,Pigment,Physics,3.5861745592026097
3337,Electron,Physics,3.5882711099087494
3338,Ammeter,Electric charge,4.69892341904149
3339,Ammeter,Position (vector),5.6209628146138915
3340,Free fall,Kilogram,6.576218067438078
3341,Gravitational field,Kilogram,6.6287913252946895
