concept,Inertial frame of reference,Elastic collision,Reflection (physics),Displacement (vector),Relative velocity,Fatigue (material),Torque,Non-inertial reference frame,Acceleration,Frequency,Insulator (electricity),Gravitational field,Electrostatics,Hardness,Speed,Euclidean vector,Compression (physics),Subtractive color,Wavelength,Refraction,Laser,Ohmmeter,Amplitude,Temperature,Hertz,Sonic boom,Optical microscope,Ammeter,Magnetic field,Lever,Sound,Gravitational constant,Work (physics),Elasticity (physics),Frame of reference,Electric potential,Field (physics),Pigment,Ohm's law,Plane mirror,Electromotive force,Normal force,Gravity of Earth,Ray (optics),Angle of incidence,Electromagnetic radiation,Free body diagram,Tangential and normal components,Mechanical energy,Newton's laws of motion,Ohm,Telescope,Newton's law of universal gravitation,Distance,Sound intensity,Phase velocity,Interference (wave propagation),Color,Capacitor,Compass,Contact force,Resultant force,Mirror image,Dielectric,Energy,Diffraction,Hooke's law,Transmission medium,Equations of motion,Snell's law,Planet,Electrical conductor,Scalar (mathematics),Electromagnetic spectrum,Kinetic energy,Plasticity (physics),Magnetism,Friction,Series and parallel circuits,Standing wave,Motion,Gravity,Creep (deformation),Physical quantity,Electrical polarity,Emission spectrum,Metre,Electric charge,Inelastic collision,Gravitational acceleration,Field line,Geometrical optics,Total internal reflection,Magnification,Refractive index,Le Sage's theory of gravitation,Position (vector),Mass,Dispersion (optics),Direction (geometry),Power (physics),Huygens–Fresnel principle,Electroscope,Fracture,Light,Kilogram,Doppler effect,Physics,Potential energy,Crystallinity,Voltage,Transverse wave,Rarefaction,Strength of materials,Refracting telescope,Energy level,Musical tone,Photoelectric effect,Pitch (music),Voltmeter,Projectile motion,Coulomb's law,Collision,Electric current,Virtual image,Electric potential energy,Electron,Scattering,Electrical resistance and conductance,Velocity,Specular reflection,Coulomb,Shock wave,Tension (physics),Curved mirror,Intensity (physics),Stiffness,Force,Magnet,Resonance (particle physics),Absorption spectroscopy,Electric field,Scalar multiplication,Free fall,Deformation (engineering),Real image,Crest (physics),Motion graphs and derivatives,Capacitance,Length,Wave,Joule
Le Sage's theory of gravitation,0.0,0.044671426926405244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007864367836685829,0.07398791264981458,0.0,0.0,0.0,0.019957503212914833,0.0,0.008329021133444758,0.0,0.0,0.05795894502170931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002762750631961702,0.0,0.0,0.0,0.0,0.0,0.0,0.0036700016480627337,0.0696990788216381,0.0,0.0,0.0,0.01403245274371341,0.0,0.0,0.0,0.0,0.0,0.0,0.11421079195196304,0.0,0.0,0.0,0.0,0.0,0.013026268248534327,0.0,0.0,0.0,0.02115766013690973,0.0,0.007975177266152213,0.00628448862189788,0.0,0.0,0.03956717748165471,0.2561566458236413,0.0,0.0,0.0,0.0,0.0,0.0,0.044671426926405244,0.0,0.0,0.0,0.0,0.0,0.0,0.05026404910720752,0.0,0.07829191022692276,0.0,0.0,0.0,0.0,0.0,0.0,0.04158977506168081,0.0,0.0,0.01631821967817752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1637952320634859,0.0,0.0,0.0,0.011597009370565655,0.006051822180676012,0.0,0.030946045397340857,0.0,0.0032019580727955166,0.0,0.0,0.0,0.0,0.0,0.11552715294911337,0.015609113507866925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030306545894292682,0.028676720649571604,0.0
Position (vector),0.0,0.0,0.0,0.045612877625922546,0.0,0.0,0.041340542369609296,0.0,0.16858169827463104,0.06390942376938796,0.0,0.0,0.0,0.0,0.05254651755537852,0.052925259744128275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05414124872752245,0.0,0.0,0.0,0.17440334124329523,0.0,0.0,0.0,0.0,0.0,0.0,0.05161734493413394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17882308783916673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0941667676001237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07605455957150595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13986004932824178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028716749447351038,0.0,0.0,0.0,0.0,0.09774285739880957,0.0,0.0,0.0,0.0,0.0,0.0,0.12555569013349827,0.0,0.0
Mass,0.0025858606240454925,0.0,0.0,0.0,0.002526591607284381,0.0,0.003858450621163534,0.002469845454725986,0.08457181863443991,0.007456099439761929,0.0,0.12897358442795803,0.0,0.0,0.017165195734756986,0.0,0.0,0.0,0.0057876759317453015,0.0,0.0,0.0,0.0,0.005171721248090985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006788083390945159,0.0,0.0,0.011815609222473024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004344641439280747,0.0,0.002853421551328361,0.0021286009558763854,0.0404254657165501,0.0,0.0,0.0,0.008138822591353777,0.0,0.0,0.0,0.005783054321109986,0.0,0.0,0.06503785461700876,0.0,0.003637137104531186,0.0,0.002526591607284381,0.0,0.06799712025734919,0.0,0.0,0.0,0.008180961919605094,0.0,0.0023128014071841416,0.005467505101051156,0.0,0.0,0.05424300331121391,0.02971417091554239,0.0,0.0,0.0,0.0,0.0018926933449976144,0.0,0.0,0.014548548418124745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44237454823702554,0.0,0.0,0.0,0.0,0.0,0.0,0.024122069535774872,0.039915410193743076,0.0,0.03194291502003249,0.001929225310581767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001929225310581767,0.0,0.0,0.005605221195773401,0.007020113729584173,0.0,0.01958040690595385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08174701342679261,0.002586653095589376,0.0,0.0,0.0,0.0,0.07177473804942414,0.0,0.0,0.0,0.0,0.0,0.017577796618689755,0.004989749393025459,0.0
Dispersion (optics),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08603191661263765,0.0,0.0,0.0,0.0,0.010105099529880486,0.0,0.0,0.0,0.13780180789869764,0.03637207845547642,0.039814551571961204,0.0,0.0,0.007104012703421683,0.0,0.0,0.0,0.0,0.004565012042029942,0.0,0.005199706991751689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007839070195957035,0.0,0.020823557202893254,0.0,0.10607314701294768,0.0,0.07453134241166463,0.0,0.0,0.0,0.0,0.0,0.027093280922317574,0.0,0.006785289710785677,0.0,0.0,0.0,0.01928602672962685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005731509225614319,0.005102021105003845,0.0,0.0,0.0,0.0,0.005199706991751689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069743047295382,0.0,0.0,0.0,0.00850691472633782,0.0,0.0,0.0,0.0,0.0,0.0699510563461115,0.0,0.0,0.009750584560449482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015398959329047803,0.0,0.0,0.16137697999412515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007363269089064368,0.014212379646095473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22535636690627892,0.1439350786449652,0.0
Direction (geometry),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03678256228876497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21268096600451442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1330513673124769,0.0,0.0,0.07579774821853144,0.0,0.0,0.0,0.24416467774061332,0.0,0.2467622217869698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11332853376224865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06258808074370836,0.16714221139992594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07098425560007222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04020344922629145,0.15519918573536257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power (physics),0.015640286032533222,0.0,0.0,0.0,0.01528180407631682,0.0,0.08168091032705062,0.014938581379391046,0.04758354386783941,0.027058425386232807,0.0,0.0,0.0,0.0,0.04449503502673181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011447742006033958,0.0,0.0,0.0,0.0285861513446928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02627807322145613,0.013412436221015817,0.0,0.012874602555703945,0.03056360815263364,0.0,0.0,0.0,0.04922674954447849,0.0,0.0,0.0,0.0,0.0,0.0,0.10198588313599044,0.0,0.0,0.0,0.01528180407631682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011023195768248298,0.0,0.0,0.12618564666070234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017719553043034027,0.0,0.0,0.022895484012067917,0.0,0.0,0.0,0.024316602354611763,0.06706218110507908,0.0,0.04293402556455981,0.011668701475292946,0.0,0.025237129332140465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16777566401270938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15400514824587452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017719553043034027,0.0,0.059479429834799265
Huygens–Fresnel principle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012292415499191849,0.009320124299702411,0.0,0.0,0.0,0.0,0.007663033810159368,0.0,0.0,0.0,0.02411531638227209,0.03309859139448354,0.0,0.0,0.09407704996469392,0.016161628900284327,0.0,0.0,0.0,0.0,0.0,0.0,0.035488000218705275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017833884695802257,0.0,0.06316479018210952,0.0,0.0,0.0,0.050867641195961114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2006749431964864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13494493550684916,0.0,0.0,0.10050862306572864,0.0,0.0,0.02218257987502257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00700652649471675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00837571858881072,0.008083290923716801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036620409622270325,0.3014640258286215,0.0
Electroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0224328524486252,0.0,0.0,0.008669883069490614,0.0,0.0,0.013739080491247701,0.0,0.042770421266005776,0.0,0.0,0.0,0.0,0.0,0.04212935108195895,0.0,0.0,0.07517036697806664,0.0,0.0,0.0,0.0,0.009660839437784296,0.0,0.011004031075567527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014689486088862681,0.0,0.0,0.0,0.11041038399123342,0.0,0.0478221360052267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026893039618420253,0.0,0.0,0.0,0.02425894602469316,0.0,0.0,0.0,0.0,0.0,0.0,0.03567279906804547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01703274866152108,0.0,0.0,0.0,0.0,1.1017178205475135,0.0,0.07791366129126251,0.0,0.0,0.05502655472873815,0.0,0.0,0.02425894602469316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026070796259411163,0.0,0.0,0.018973262505769233,0.0,0.010797300478031392,0.0,0.0,0.0,0.0,0.0,0.05453956290388375,0.07519340394155163,0.0,0.0,0.009660839437784296,0.0,0.0,0.0,0.0,0.0,0.0,0.013446519809210127,0.0,0.024175142408069086,0.0
Fracture,0.0,0.0,0.0,0.0,0.0,0.028694043781673582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014481323735734238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09162498274176942,0.0,0.0,0.0,0.0,0.0,0.0,0.01117732290352922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01492081657845107,0.0,0.0,0.0,0.048063912941065615,0.0,0.0,0.0,0.0,0.0,0.0,0.028450505081806108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.072868227239421,0.00791406480832509,0.0,0.0,0.013973278661431538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08650490461953621,0.004911170662426633,0.0
Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0017623860937105058,0.0,0.0,0.019071630722898966,0.0,0.0,0.0,0.0,0.030241448897583862,0.0,0.0,0.0,0.06520828546728871,0.031445677573321756,0.028684905304281423,0.0,0.0,0.02126012084324857,0.013144874577478784,0.0,0.0,0.0,0.006071855237389399,0.004438664507031114,0.005187040226850953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01756584445656527,0.0,0.0,0.0,0.0,0.0,0.005213315867225995,0.0,0.0023080922112829303,0.0,0.0,0.0,0.24535427422168818,0.0,0.0,0.0,0.0,0.0,0.003003031137552861,0.03520793320720463,0.011281267302341594,0.0,0.0,0.0,0.0032065074891523323,0.0,0.0,0.0,0.020389359491401023,0.0,0.0,0.006338371700565553,0.00499467579267767,0.0,0.0,0.015246791898589124,0.0067861230775447,0.0,0.0,0.0,0.0,0.05878645590431081,0.0,0.0,0.0,0.004438664507031114,0.0,0.0,0.0,0.0,0.0,0.0,0.004014417619980912,0.0,0.0,0.0,0.0,0.0,0.0,0.28646793906675394,0.0,0.0,0.0313420129781074,0.0,0.0,0.0,0.006901859547030977,0.0,0.0,0.004166869682044257,0.0,0.0,0.0034509297735154884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004096385770358148,0.006413014978304665,0.0,0.005962365074894595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012242219618237347,0.03780735340690927,0.0,0.0,0.0015179638093473498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11507997177278616,0.07900943009662724,0.010780193860436212
Kilogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009219311624393886,0.0069900932247768085,0.0,0.0,0.0,0.0,0.01724182607285858,0.0,0.0,0.0,0.009043243643352034,0.0,0.0,0.0,0.0,0.012121221675213248,0.006744963767568802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010394638071287259,0.0,0.0,0.0,0.0,0.0,0.0,0.03815073089697083,0.0,0.0,0.0,0.0,0.0,0.0,0.0056456471021709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032523769788526995,0.0,0.0,0.0,0.0,0.02611597053123843,0.0,0.0,0.0,0.0,0.11533600071079214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20598980412527057,0.0,0.0,0.0,0.0,0.0,0.0,0.0314089447080402,0.8107817695604062,0.0,0.016636934906266925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005254894871037563,0.0,0.0,0.0,0.0,0.00870532351041281,0.0,0.0,0.0,0.0,0.0,0.01256357788321608,0.024249872771150403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027465307216702747,0.00389824171330114,0.009219311624393886
Doppler effect,0.0,0.0,0.0,0.0,0.0058849183399480925,0.0,0.0,0.0,0.0,0.1632468976718062,0.0,0.0,0.0,0.0,0.054259990953923476,0.0,0.0,0.0,0.04942890935496764,0.0061674393902764356,0.028129846219320416,0.0,0.014023908069271143,0.0,0.0033515347913385344,0.0,0.0,0.0,0.0,0.0,0.13225341696411902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029424591699740463,0.0,0.0,0.0,0.018956884917749484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008798799205143528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048593230391077914,0.004325626589024999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006478257584552779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056184944570904206,0.0,0.3831711518431208,0.019289199891323973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011317216025691133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026111278862298447,0.0,0.0,0.12921852383587557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00602481311084482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07506046692763484,0.13559101611482224,0.0
Physics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024833162624629994,0.0037657067877585495,0.0,0.004285406181152247,0.005967479405289406,0.0,0.015480876384160338,0.0,0.0,0.0,0.0,0.0033432920600488425,0.009149303517799166,0.0,0.0,0.016324877677054875,0.0,0.0,0.0,0.0,0.004196122180047725,0.006134921818640648,0.014338585946951627,0.0,0.0,0.0,0.002983739702644703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004046452945802493,0.0,0.0,0.0,0.0,0.0,0.014411219956203843,0.005375254939081781,0.00319014091828836,0.0,0.0,0.0,0.010276291150699215,0.0,0.0,0.0,0.0,0.0,0.0,0.044100677700459556,0.006236983471530269,0.0,0.0,0.0,0.0,0.02861831660662845,0.0,0.0,0.0,0.0,0.0,0.04672326075119478,0.0,0.0,0.0,0.050049391167106855,0.0234486828563308,0.0,0.0,0.0,0.0,0.0,0.002582374343309689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012946609462418802,0.0,0.0,0.0,0.0,0.0,0.0,0.03891748031164576,0.0,0.0,0.5287968535863965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004285406181152247,0.0,0.009539438868876149,0.0,0.0,0.0,0.0,0.01090464125307872,0.007307671630991543,0.0,0.0,0.011323679183380606,0.0,0.0,0.002060227999363831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032149222866142156,0.05715458228890667,0.0,0.0,0.0,0.0,0.0047697194344380744,0.0,0.0,0.0,0.0,0.0,0.0036990312749768006,0.007350220065483631,0.0
Potential energy,0.002794517965467031,0.0,0.0,0.0,0.002730466434385138,0.0,0.004169795339874136,0.002669141341562665,0.010627448558379118,0.0016115488702655464,0.0,0.018339562475536274,0.0,0.0,0.003975060766076906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002794517965467031,0.0,0.0,0.0,0.0,0.005387240435767325,0.0,0.00613625364012195,0.00733582499021451,0.0,0.0,0.005107612055824074,0.019576177650919093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046952176937472044,0.0,0.0,0.0023003612635551715,0.04641792938454735,0.0,0.0,0.0,0.011727410073996797,0.0028615496882838797,0.004444564513454066,0.0,0.0,0.0,0.0,0.31368321651255027,0.0,0.0,0.0,0.002730466434385138,0.0,0.0040824399770262474,0.0,0.0,0.0,0.017682194350731473,0.0,0.0024994251518560607,0.003939124712572879,0.0,0.0,0.0248007524560804,0.04816778426510835,0.0,0.0,0.0,0.0,0.00613625364012195,0.008841097175365737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042741400279595054,0.0,0.0,0.0,0.0,0.0,0.0,0.0014482510528202972,0.002396458344965362,0.0,0.012785348631136926,0.27937628777156714,0.0,0.0022546138596436726,0.0,0.0,0.0,0.0,0.003667912495107255,0.0,0.0,0.0,0.0,0.0,0.002396458344965362,0.0,0.0,0.0,0.018272240166670957,0.0012115031402968443,0.0,0.0,0.019397016927728057,0.0,0.010034955055230905,0.0,0.0,0.0,0.0,0.0,0.14192860317638914,0.02935143101983622,0.0,0.0,0.0035914936238448823,0.0,0.0040824399770262474,0.0,0.0,0.0,0.0,0.0,0.009498088951021123,0.003594920311977996,0.010627448558379118
Crystallinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24435714349702392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27070624363761225,0.0,0.0,0.0,0.43600835310823804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5152189606962176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060055941383286425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Voltage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061978565542143765,0.009398444671968818,0.0,0.0,0.007446812535172074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045344294235756645,0.0,0.0,0.0,0.07330872279259848,0.0,0.0,0.0,0.0,0.0,0.0,0.09276064851186558,0.0,0.0,0.026294104313773048,0.0,0.05129510036567507,0.0,0.0,0.0,0.0,0.005049565230686304,0.0,0.0,0.0,0.0,0.034939959903486584,0.0,0.0,0.0,0.0,0.0,0.0,0.025647550182837535,0.0,0.0,0.0,0.0,0.0,0.0,0.02277235805917674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02915295891408582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012890171091814749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015311527564170356,0.0,0.0042230513893163285,0.0,0.0,0.011184494054633228,0.006079491524942544,0.0,0.5128015018917281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10713831973321825,0.0,0.006987991980697317,0.0,0.024317966099770175,0.0,0.0,0.02826161947448773,0.0,0.0,0.0,0.0,0.0292615916316397,0.0,0.0,0.0,0.0,0.0,0.05912271945042861,0.13041948381122906,0.0,0.0,0.07330872279259848,0.0,0.0,0.0,0.0,0.0,0.0,0.007288239728521455,0.0,0.002620666698017573,0.018593569662643132
Transverse wave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01997169492793374,0.0,0.0,0.0,0.0,0.02463118010408368,0.0,0.0,0.0,0.012918919490502905,0.0,0.0,0.0,0.040318735699154534,0.0,0.0,0.0,0.0,0.0,0.033381650557343955,0.0,0.02534857158478948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054501044138529756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02529654771478764,0.027941107474869803,0.012436176443446871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628178894160804,0.0,0.0,0.015844699910730405,0.0,0.0,0.0,0.3288551202922394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01092656635376889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03464267538735771,0.0,0.0,0.011127216852447984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09809038291679552,0.32856608726395325,0.0
