concept,Complex plane,Maxima and minima,Addition,Function composition,Partial fraction decomposition,Quadrant (plane geometry),Division (mathematics),Angle,Amplitude,Rectangle,Cross product,Graph of a function,Algebra,Sum,Rotation of axes,Sine wave,Simultaneous equations,Polar coordinate system,Minute and second of arc,Multiplicative inverse,Existential quantification,Natural logarithm,Sine,Empty set,Monotonic function,Geometry,Rationalisation (mathematics),Right angle,Dot product,Determinant,Operation (mathematics),Homogeneous polynomial,Solution of triangles,Set (mathematics),Graph (mathematics),Interval (mathematics),Absolute value,Distributive property,Analytic geometry,Change of variables,E (mathematical constant),Inverse function,Basis (linear algebra),List of mathematical symbols,Piecewise,Real number,Force,System of linear equations,Euclidean vector,Equation solving,Binary logarithm,Sign (mathematics),Exponential function,Constant function,Imaginary number,Polynomial,Linear equation,Multiplication,Minor (linear algebra),Binary number,Empty sum,Degree of a polynomial,Geometric progression,Integer,Degree (angle),Semi-major axis,Logarithm,Function (mathematics),Equality (mathematics),Real line,Factorization,Vector field,Norm (mathematics),Trigonometric substitution,Periodic function,Even and odd functions,Natural number,Polygon,Number,Invertible matrix,Mathematical induction,Right triangle,Pythagorean theorem,Scalar (mathematics),Radius,Trigonometric tables,Cone,Trigonometric functions,Square (algebra),Triangle,Identity (mathematics),Line segment,Product (mathematics),Zero of a function,Base (exponentiation),Simple harmonic motion,Complex conjugate,Asymptote,Commutative property,Conic section,Work (physics),Mathematics,Inverse trigonometric functions,Identity matrix,Quadratic formula,Slope,Perpendicular,Square matrix,Parity (mathematics),Focus (geometry),Quadratic equation,Extended real number line,Matrix multiplication,Cartesian coordinate system,Descartes' rule of signs,Calculus,Inverse element,Arithmetic mean,Floor and ceiling functions,Cylinder (geometry),Circular motion,Line (geometry),Synthetic division,Nth root,Distance,Rational number,Hyperbola,Parallel (geometry),Binomial theorem,Mereology,Binomial,Plane curve,Ellipse,Binomial coefficient,Parametric equation,Transformation (function),Summation,Equality,Complex number,Elementary matrix,Subtraction,Vector space,Secant line,Associative property,Vector (mathematics and physics),Continuous function,Triangular matrix,Image (mathematics),Symmetry,Coordinate system,Line–line intersection,Mathematical proof,Equation,Scalar multiplication,Fundamental theorem of algebra,Length,Series (mathematics),Linear function,Exponential growth,Displacement (vector),Linear inequality,Differential equation,Infinity,Area,Main diagonal,Limit of a sequence,Open set,Union (set theory),Spherical law of cosines,Polynomial long division,Arithmetic,Universal quantification,Edge,Position (vector),Point (geometry),Exponentiation,Matrix (mathematics),Monomial,Mathematical analysis,Rational function,Pythagorean trigonometric identity,Rotation (mathematics),Product topology,Range (mathematics),Limit of a function,Algebraic equation,Circular sector,Injective function,Closed set,Curve,Set-builder notation,Dependent and independent variables,Origin (mathematics),Rational root theorem,Zero (complex analysis),Chord (geometry),Prime number,Trigonometry,Unit circle,Geometric series,Algebraic operation,Vertical line test,Common logarithm,Logistic function,Law of sines,Cubic function,Circle,Quadratic function,Expression (mathematics),Division by zero,Eccentricity (mathematics),Plane (geometry),Semi-minor axis,Limit (mathematics),Orientation (geometry),Inequality (mathematics),Domain of a function,Scientific notation,Derivative,Formula,Square root,Matrix ring,Negative number,Algebraic expression
Calculus,0.003119670841977696,0.011828450180203846,0.0,0.0,0.0,0.0,0.0,0.023658712232976692,0.0,0.02330530890026509,0.0,0.0030729149133290365,0.01720848869413404,0.06453121317990977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004210250977284299,0.015838720054314217,0.0,0.0,0.020231592844191897,0.0,0.0,0.0,0.00289773717602514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006749688898873357,0.0,0.004039460092374773,0.009082217877791744,0.0,0.00568635581941161,0.0,0.008073235307167276,0.01290754757999424,0.0,0.0,0.0,0.0,0.0,0.007483857429989212,0.0,0.0,0.005466760904443802,0.0,0.0025590836969742216,0.0,0.0,0.0,0.0,0.0,0.0016737700563340039,0.0,0.0,0.01408230320956892,0.0,0.0,0.0,0.0,0.0,0.0,0.009227289593013072,0.0,0.0,0.0,0.003960074400165058,0.09468228362856632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010645605162183458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015709601226035815,0.004613644796506536,0.0,0.0,0.06600083723034532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4296318885575936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046489320967191786,0.0,0.0,0.0,0.005142919418185443,0.0,0.008819624220517595,0.0,0.0,0.0,0.0,0.0,0.0,0.020571677672741772,0.0,0.0,0.0,0.0,0.028431779097058053,0.0,0.0,0.0026287458036640767,0.0,0.0,0.0,0.0,0.0,0.0,0.04118067214121696,0.0,0.0,0.012118380277124318,0.0,0.003674999170364433,0.0,0.0,0.0,0.02527417116203921,0.0,0.07220796393576151,0.0,0.004503510801391226,0.0,0.0,0.0,0.0,0.009335818586337282,0.0,0.00568635581941161,0.0,0.0,0.0,0.0,0.0,0.009082217877791744,0.008420501954568598,0.0,0.0,0.0,0.0,0.008245439516385832,0.0,0.0,0.0,0.0,0.06175439601275072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005879749480345063,0.0,0.0,0.00430251585999808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14323399127848063,0.08258335120254191,0.0,0.0,0.0,0.0
Inverse element,0.0,0.0,0.13191705461382874,0.06322643988683029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10004141244804114,0.0,0.0,0.0,0.0,0.0,0.0,0.11357501232603143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14150616542922767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06570716513888922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12496858720224115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15807355614341836,0.06710871606391802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007991168679216135,0.0,0.0,0.0,0.0,0.0,0.14661429608973656,0.0,0.0,0.0,0.0,0.058772477384741964,0.0,0.0,0.0,0.4185764970912041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07907490817759731,0.0,0.0,0.0,0.0
Arithmetic mean,0.0,0.0,0.026605120258251173,0.0,0.0,0.0,0.0,0.05177966524192097,0.0,0.0,0.0,0.0,0.0,0.19671820008185378,0.0,0.0,0.033826484796093695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00824226263035064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25105800093366454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014504978442946934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440395271767201,0.0,0.0,0.0,0.0,0.0,0.0,0.09811311675909143,0.0,0.0,0.0,0.0,0.0,0.014477030233118516,0.0,0.0,0.0,0.0,0.0,0.03753936506734612,0.02532563679879554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0467974283285452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2942273447579776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014477030233118516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04784364192257989,0.0,0.0,0.0,0.0
Floor and ceiling functions,0.011794368473541483,0.0,0.01021293326042545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23235201796268584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011976116066875007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018882189690755096,0.022891528500000115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23413343458989594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010648038297815984,0.0,0.2937108656084161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014848106965253205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008287172043935151,0.0,0.0,0.12985005453984352,0.0,0.0,0.0,0.0,0.0,0.0,0.017659287535748254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019443553413268835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023952232133750015,0.0,0.0,0.015271765252462046,0.0,0.0,0.0,0.0,0.0,0.0,0.06108706100984818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007059083473024061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11977308895466962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00808234173222818,0.3673157025023875,0.0,0.0,0.01702617632009844,0.0
Cylinder (geometry),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04107853442525731,0.0,0.04552303671851781,0.0,0.0,0.0,0.04801941704562175,0.02221469673450136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051215889418017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026368784631598582,0.0,0.0,0.0,0.0,0.0,0.0,0.003942429908333353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009997486976179294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042858952993584276,0.0,0.0,0.0,0.03518743106153678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037937653474420414,0.0,0.0,0.0,0.0,0.0,0.10903201183299019,0.0,0.1261678063684654,0.0,0.0,0.0,0.0,0.05642157828935229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01578082409421078,0.0,0.003835760966023745,0.0,0.0,0.0,0.0,0.08463236743402844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025690233336198968,0.0,0.0,0.0,0.01759371553076839,0.0,0.0,0.0,0.0,0.012972734327035423,0.0,0.027725887222397813,0.0,0.0,0.0,0.0,0.06218121917721988,0.0954030103538664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11137787942193757,0.01644804715125733,0.0,0.06312329637684312,0.0,0.0,0.0,0.0,0.0,0.0,0.06312329637684312,0.3254912835873558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05361196453847693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057425553258036784,0.0,0.0,0.0,0.0,0.0,0.025348054262806265,0.0,0.0,0.0,0.0,0.0,0.0,0.1328458457383635,0.0,0.0,0.0,0.0
Circular motion,0.0,0.0,0.023626935154715596,0.0,0.0,0.0,0.0,0.1226224908216636,0.0,0.0,0.010345480306864854,0.0,0.0,0.0537530787824124,0.0,0.0,0.0,0.014162670121360712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012828023421884695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6648136198001015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028311681697328665,0.0,0.0,0.0,0.0,0.0,0.11187986288832948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448493435621618,0.0,0.0,0.0,0.0,0.0,0.0014312540917999048,0.0,0.0,0.0,0.0,0.11579055245949164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6483378953958778,0.0,0.0,0.0,0.03872458008070275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016861648962929427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012828023421884695,0.0,0.0,0.05541188030942168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008096798099187954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020004464380028703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053570883428695475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2057034743571467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02493060633821628,0.04248801036408214,0.008570978098214445,0.0,0.0,0.0
Line (geometry),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07413906614184139,0.0,0.012171934951475349,0.0,0.0,0.015407447478628796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009926727221206556,0.0,0.0,0.3310864706564072,0.0,0.013788410202132747,0.0,0.0090806095462606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021151431522672657,0.0,0.0,0.0,0.0,0.0,0.0,0.0031623769318181974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08208230796207418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02481928982349437,0.01521563642022209,0.0,0.0,0.0,0.009926727221206556,0.0,0.0,0.0,0.0,0.0,0.0,0.02763796680868081,0.0,0.1131448762487011,0.0,0.0,0.0,0.0,0.0,0.014826677659036261,0.0,0.0,0.0,0.006153627218219911,0.0,0.0,0.0,0.20682615303199123,0.033943462874610336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006869046346577264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07284155638174969,0.0,0.011120008244277196,0.0,0.0,0.0,0.0,0.0,0.010932354127639389,0.0,0.015222976975366327,0.0,0.0,0.016116314326506252,0.004531004601001089,0.0,0.0,0.0078096381458481945,0.035638550910964746,0.0,0.0,0.0,0.0,0.0,0.01151630756060726,0.0,0.0,0.0,0.29780181663619676,0.0,0.0,0.07595049029299307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01740595099397624,0.0,0.0,0.0,0.0,0.0,0.0,0.005851111969618874,0.0,0.017819275455482373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09675956166703722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036850622411574406,0.0,0.0,0.0,0.0,0.010405936625964242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015222976975366327,0.0,0.0,0.0,0.0
Synthetic division,0.0,0.0,0.105533643691063,0.0,0.0,0.0,0.023307792076338582,0.0,0.0,0.0,0.0,0.0,0.00960397559501195,0.1680679596596761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34170900160043394,0.0,0.019994973952358587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20865709410931227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00767152193204749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0734271175293733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022970221303214716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024009708522810876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03437910277065099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nth root,0.035612865845433696,0.0,0.010279251008869773,0.0,0.0,0.0,0.0,0.04501300444326085,0.0,0.0,0.0,0.0,0.016370412946043095,0.029232599662513233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005069800162808381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02688020392045468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02080209019483161,0.0,0.004868905994892513,0.0,0.0,0.0,0.0,0.0,0.05095216898762214,0.0,0.0,0.037510134912760854,0.0,0.0,0.0,0.007534427267846507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33718937138385024,0.0,0.0,0.0,0.0,0.0,0.013275001440704974,0.0,0.0,0.0,0.0,0.01678019413384192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00467016351382761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170492424707625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4414017989389092,0.0,0.026660937351048502,0.0,0.0,0.0,0.0,0.0055933980446139725,0.0,0.0,0.0,0.0,0.0,0.0,0.019569810253614737,0.035762572029330024,0.0,0.011693039865005295,0.0,0.0,0.0,0.0,0.01000288987628019,0.0,0.0,0.0,0.0,0.0,0.0,0.03616164916296674,0.0,0.0,0.02305639883894432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005283949408885645,0.0,0.0,0.0,0.0,0.0,0.0,0.0035524608386971737,0.0,0.010818845812257156,0.0,0.0,0.01520940048842514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007119383853853373,0.00699204387608298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055933980446139725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0462126086752192,0.19017553351687505,0.0,0.02570510385988888,0.009784905126807368
Distance,0.0,0.0,0.0156733134194648,0.0,0.0,0.0,0.0,0.02541988516414437,0.0,0.0,0.0,0.0,0.007131665045800953,0.04160098011378121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007236865435600129,0.0,0.03043270768128902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00652692688900955,0.0,0.0,0.0,0.0,0.0,0.0,0.0039033959488449037,0.008321037273791666,0.0,0.005769255464440242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032370602409627926,0.0,0.0,0.0,0.0,0.0,0.008709760163746727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05164779557161195,0.0,0.0,0.008321037273791666,0.02450558403122939,0.0,0.013494060870419577,0.0,0.0,0.0,0.0,0.028428491711899394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075955662693539495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2330519756390104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067470304352097886,0.0,0.0,0.0,0.007371591490122423,0.03978548883243128,0.0,0.0,0.0,0.004819809680770998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012252792015614695,0.0,0.0,0.11718433733324837,0.0,0.0,0.0,0.0,0.0,0.0,0.023436867466649674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07962172951258949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01137139668475976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05637023157214858,0.0,0.0,0.0,0.0
Rational number,0.0,0.0,0.05241737269423659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033391305876697176,0.0,0.0,0.0,0.0,0.0,0.0,0.006769371595591277,0.0,0.0,0.012293364174606797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02068209867741697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039163211009933974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017679480629161526,0.0,0.039725113812632946,0.0,0.0,0.0,0.0,0.0,0.11042448543840626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016395158306239842,0.0,0.5323205516485315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005715537863280415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628427068648623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01995861443083887,0.01402811027131132,0.0,0.011925351915303414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01449215812342688,0.0,0.0,0.0,0.0,0.010341049338708485,0.0,0.0,0.005874370503737265,0.0245086795300192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01997134440588958,0.0,0.0,0.0,0.0,0.0,0.0,0.0076841178758169666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005704525158083124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
